#Solar Radiation Research Laboratory (39.74 N,105.18 W) file for 13
# data obtained from ...
$state_name=N/A
$city_name=N/A
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
01:01:06:03:00,13.658,0.754,4.9481,0.004630786,0.0,0.0
01:01:06:04:00,13.748,0.7443000000000001,4.919,0.006055594,0.0,0.0
01:01:06:05:00,13.766,0.7469,5.2031,0.009261573,0.0,0.0
01:01:06:06:00,13.802,0.7518,4.5812,0.011755101,0.0,0.0
01:01:06:07:00,13.946,0.7559,4.3553,0.011042651,0.0,0.0
01:01:06:08:00,14.108,0.7556,4.0444,0.011398923,0.0,0.0
01:01:06:09:00,14.234,0.7565000000000001,3.6194,0.013892359,0.0,0.0
01:01:06:10:00,14.324,0.7511,3.7044,0.009617844,0.0,0.0
01:01:06:11:00,14.306,0.7473000000000001,4.1562,0.007836765,0.0,0.0
01:01:06:12:00,14.234,0.754,4.7781,0.005699415,0.0,0.0
01:01:06:13:00,14.306,0.7567,5.145,0.009974023,0.0,0.0
01:01:06:14:00,14.342,0.7556,4.5231,0.010686473,0.0,0.0
01:01:06:15:00,14.342,0.7572,4.3553,0.012467552,0.0,0.0
01:01:06:16:00,14.342,0.7625,4.0444,0.013179909,0.0,0.0
01:01:06:17:00,14.45,0.7652,3.6484,0.008905208,0.0,0.0
01:01:06:18:00,14.63,0.7672,3.9303,0.010686287,0.0,0.0
01:01:06:19:00,14.828,0.7651,4.0444,0.013892173,0.0,0.0
01:01:06:20:00,14.9,0.7626999999999999,4.8922,0.012111187,0.0,0.0
01:01:06:21:00,14.972,0.7609,4.749,0.013179909,0.0,0.0
01:01:06:22:00,15.116,0.7581,4.6372,0.014248538,0.0,0.0
01:01:06:23:00,15.206,0.7547,4.6662,0.011042559,0.0,0.0
01:01:06:24:00,15.242,0.7487,4.4962,0.007480401,0.0,0.0
01:01:06:25:00,15.332,0.7408,4.2703,0.01068638,0.0,0.0
01:01:06:26:00,15.422,0.7318000000000001,4.1562,0.008192851,0.0,0.0
01:01:06:27:00,15.512,0.7215,3.7603,0.012467459,0.0,0.0
01:01:06:28:00,15.692,0.7098,3.9012,0.017454331,0.0,0.0
01:01:06:29:00,15.872,0.7006999999999999,3.9594,0.017810509,0.0,0.0
01:01:06:30:00,16.016,0.6945999999999999,4.0712,0.018879231,0.0,0.0
01:01:06:31:00,16.088,0.6928,4.0444,0.017810602,0.0,0.0
01:01:06:32:00,16.106,0.6909000000000001,4.3553,0.015317166,0.0,0.0
01:01:06:33:00,16.088,0.6907,3.9012,0.012467459,0.0,0.0
01:01:06:34:00,16.052,0.6901,3.1675,0.008549122,0.0,0.0
01:01:06:35:00,15.998,0.6906,2.3197,0.002493529,0.0,0.0
01:01:06:36:00,15.962,0.6925,2.0378,0.0,0.0,0.0
01:01:06:37:00,15.908,0.6948000000000001,3.4225,0.0,0.0,0.0
01:01:06:38:00,15.854,0.6966,4.8922,0.0,0.0,0.0
01:01:06:39:00,15.854,0.7006,4.9749,0.0,0.0,0.0
01:01:06:40:00,15.782,0.7021,3.9862,0.0,0.0,0.0
01:01:06:41:00,15.728,0.7009000000000001,3.5075,0.0,0.0,0.0
01:01:06:42:00,15.8,0.6937000000000001,3.2793,0.0,0.0,0.0
01:01:06:43:00,15.998,0.6848000000000001,3.7894,0.0,0.0,0.0
01:01:06:44:00,16.16,0.6794,3.6753,0.0,0.0,0.0
01:01:06:45:00,16.142,0.6765000000000001,3.8162,0.0,0.0,0.0
01:01:06:46:00,16.232,0.6739,4.749,0.0,0.0,0.0
01:01:06:47:00,16.178,0.6761,5.7959,0.0,0.0,0.0
01:01:06:48:00,16.106,0.6744,5.0331,0.001068629,0.0,0.0
01:01:06:49:00,16.142,0.6712,5.089,0.0014249,0.0,0.0
01:01:06:50:00,16.196,0.6704000000000001,6.2768,0.0,0.0,0.0
01:01:06:51:00,16.124,0.6689,6.2768,0.0,0.0,0.0
01:01:06:52:00,16.124,0.6647,4.4962,0.0,0.0,0.0
01:01:06:53:00,16.16,0.6616,3.5903,0.0,0.0,0.0
01:01:06:54:00,16.268,0.6583,4.9749,0.0,0.0,0.0
01:01:06:55:00,16.214,0.6572,5.9928,0.0,0.0,0.0
01:01:06:56:00,16.142,0.6562,7.3774,0.0,0.0,0.0
01:01:06:57:00,16.088,0.6539,5.9077,0.0,0.0,0.0
01:01:06:58:00,16.142,0.6418,5.0599,0.00213735,0.0,0.0
01:01:06:59:00,16.25,0.6329,3.9862,0.002493529,0.0,0.0
01:01:07:00:00,16.286,0.6284000000000001,2.9975,0.003205886,6.3172E-4,0.0
01:01:07:01:00,16.394,0.6198,4.2122,0.01139883,0.001016419,0.0
01:01:07:02:00,16.502,0.6146,5.2859,0.014604809,0.00404626,0.0
01:01:07:03:00,16.574,0.6119,6.5296,0.013179909,0.005755991,0.0
01:01:07:04:00,16.61,0.6161,6.5587,0.008192944,0.011878659,0.0
01:01:07:05:00,16.592,0.6091,6.1068,0.0014249,0.019395105,0.0
01:01:07:06:00,16.79,0.5872999999999999,4.1853,0.01282373,0.03410647,0.0
01:01:07:07:00,17.132,0.5799,3.1384,0.027428539,0.038254641,0.0
01:01:07:08:00,17.384,0.5753,4.4962,0.023866382,0.045117907,0.013367474
01:01:07:09:00,17.258,0.5915,5.0331,0.006768044,0.080972755,0.054486593
01:01:07:10:00,16.934,0.6028,6.1628,0.0,0.155258196,0.131064249
01:01:07:11:00,16.718,0.6004,4.3822,0.0,0.245892365,0.222078379
01:01:07:12:00,16.736,0.5835,3.8453,0.0,0.303157783,0.272324273
01:01:07:13:00,16.898,0.5801,2.4047,0.0,0.28823154,0.26065882
01:01:07:14:00,16.97,0.5835,3.5344,0.0,0.273365682,0.251663313
01:01:07:15:00,16.88,0.5924,4.5231,0.0,0.350379782,0.330004025
01:01:07:16:00,16.7,0.5954999999999999,4.4672,0.0,0.514112316,0.486465276
01:01:07:17:00,16.664,0.5888,3.5634,7.1245E-4,0.715732257,0.687547326
01:01:07:18:00,16.79,0.5811,3.0266,0.0014249,0.93120173,0.90660181
01:01:07:19:00,16.88,0.5796,1.9528,0.006055687,1.16937875,1.14437936
01:01:07:20:00,17.006,0.5714,1.1319,0.008549215,1.42411984,1.40052324
01:01:07:21:00,17.186,0.5647,1.0178,0.01424863,1.67445747,1.65212431
01:01:07:22:00,17.366,0.5628,0.2259,0.013892359,1.90248981,1.88874061
01:01:07:23:00,17.438,0.5683,1.8947,0.011042651,2.09448624,2.10893219
01:01:07:24:00,17.384,0.5690999999999999,3.5903,0.012467552,2.22590258,2.29652516
01:01:07:25:00,17.348,0.5764,5.1181,0.011755101,2.2913785,2.39637408
01:01:07:26:00,17.132,0.61,4.3553,0.0,2.27568769,2.38235547
01:01:07:27:00,16.736,0.6283,4.2972,0.70957949,2.17027406,2.26585887
01:01:07:28:00,16.574,0.6402,5.6818,2.75283138,1.97469169,2.08400712
01:01:07:29:00,16.394,0.6670999999999999,6.5028,5.5644313,1.77283857,2.02901032
01:01:07:30:00,16.214,0.6911,6.2768,10.9525384,1.62544343,2.1578812
01:01:07:31:00,16.124,0.7071999999999999,6.1068,16.8495517,1.52752683,2.36956314
01:01:07:32:00,16.052,0.7167,6.1337,20.5235609,1.46019291,2.50909894
01:01:07:33:00,16.016,0.7234999999999999,6.2768,22.6775403,1.42212249,2.62370038
01:01:07:34:00,15.998,0.7293999999999999,6.3887,24.3247502,1.42244764,2.75391831
01:01:07:35:00,15.998,0.7353000000000001,5.9928,25.8525836,1.45533424,2.91127233
01:01:07:36:00,15.98,0.7395,5.57,28.0119512,1.50907689,3.12921573
01:01:07:37:00,16.106,0.7415999999999999,5.1181,30.5407821,1.5638786,3.37727731
01:01:07:38:00,16.232,0.743,5.174,32.7165001,1.60630603,3.60417627
01:01:07:39:00,16.43,0.7415999999999999,4.8072,34.496557,1.62986547,3.79362724
01:01:07:40:00,16.466,0.7365,3.9862,34.6255022,1.62114216,3.84606929
01:01:07:41:00,16.592,0.7334,3.3084,27.294949,1.58439092,3.35923613
01:01:07:42:00,16.772,0.7306999999999999,3.0534,16.6014158,1.55718051,2.64602425
01:01:07:43:00,16.862,0.7269,3.0534,7.42598008,1.55785868,2.05367527
01:01:07:44:00,16.826,0.7234,3.2234,5.28836037,1.59635644,1.9673433
01:01:07:45:00,16.772,0.7242000000000001,3.3375,7.74128268,1.65156691,2.21924165
01:01:07:46:00,16.808,0.7254999999999999,3.3084,9.1312339,1.69801691,2.37774763
01:01:07:47:00,16.808,0.7228,3.9303,7.62410791,1.73382057,2.30233141
01:01:07:48:00,16.826,0.7219,4.1562,6.43934492,1.75922872,2.24891391
01:01:07:49:00,16.754,0.7211,4.1003,4.61515123,1.78128318,2.12575638
01:01:07:50:00,16.7,0.7212000000000001,4.2972,2.28477331,1.80830779,1.96825372
01:01:07:51:00,16.718,0.7143,3.9012,1.49218767,1.84822692,1.95012893
01:01:07:52:00,16.88,0.7006,3.4494,1.02518866,1.8981328,1.96754768
01:01:07:53:00,17.042,0.6951,3.6753,0.729173958,1.95011964,2.00084304
01:01:07:54:00,17.042,0.7027,3.7603,0.568875937,2.01052322,2.04860293
01:01:07:55:00,16.97,0.7094,2.5166,0.476260211,2.07584121,2.10543915
01:01:07:56:00,16.826,0.7056,1.4428,0.38008177,2.1475693,2.17262443
01:01:07:57:00,16.628,0.7027,0.0,0.28069735,2.22909834,2.24837509
01:01:07:58:00,16.466,0.6984,0.0,0.197699561,2.32184041,2.33785637
01:01:07:59:00,16.268,0.7006999999999999,0.0,0.135361803,2.42198661,2.43620031
01:01:08:00:00,16.124,0.7065,0.0,0.085491504,2.530596,2.53962588
01:01:08:01:00,15.908,0.7041,0.0,0.045951777,2.64313506,2.65011185
01:01:08:02:00,15.674,0.7048000000000001,0.0,0.017098431,2.75952947,2.77038948
01:01:08:03:00,15.584,0.7101999999999999,0.0,0.004630786,2.87631406,2.88908781
01:01:08:04:00,15.53,0.7131000000000001,0.0,0.002137257,2.98958703,3.00272309
01:01:08:05:00,15.476,0.7177,0.0,0.006055687,3.09991507,3.1103849
01:01:08:06:00,15.476,0.7217,0.0,0.01282373,3.20651782,3.21465586
01:01:08:07:00,15.422,0.7219,0.0,0.021729217,3.31274897,3.314672
01:01:08:08:00,15.476,0.7204999999999999,0.0,0.029209804,3.41578436,3.4123099
01:01:08:09:00,15.494,0.7212000000000001,0.0,0.028853532,3.5136638,3.50907454
01:01:08:10:00,15.548,0.7237,0.0,0.017098338,3.61238863,3.60549545
01:01:08:11:00,15.62,0.7236,0.0,0.007124315,3.71157796,3.70732314
01:01:08:12:00,15.818,0.7249,0.0,0.001068629,3.80753437,3.80039965
01:01:08:13:00,15.944,0.7269,0.2819,0.001781079,3.8967834,3.89002957
01:01:08:14:00,16.106,0.7313,1.5278,0.009261573,3.9842023,3.97717906
01:01:08:15:00,16.178,0.7282,0.906,0.015673438,4.07141682,4.0652111
01:01:08:16:00,16.25,0.7243,2.0647,0.016029709,4.15120863,4.14655434
01:01:08:17:00,16.268,0.7222,2.6016,0.011042744,4.22207275,4.21472436
01:01:08:18:00,16.304,0.7186,2.3197,0.006768044,4.2840835,4.27182999
01:01:08:19:00,16.304,0.7115,2.7425,0.0,4.33939616,4.32480157
01:01:08:20:00,16.394,0.7015,2.4606,0.0,4.39255354,4.37600805
01:01:08:21:00,16.448,0.7069,2.2056,0.0,4.44929686,4.43351315
01:01:08:22:00,16.376,0.7112999999999999,2.6597,0.0,4.51328638,4.49536597
01:01:08:23:00,16.358,0.7148,2.5747,0.0,4.5824783,4.56400049
01:01:08:24:00,16.358,0.7217,3.0266,0.0,4.65782949,4.6369177
01:01:08:25:00,16.358,0.7271,3.7334,0.0,4.73346867,4.71165575
01:01:08:26:00,16.412,0.731,4.8072,0.0,4.81207136,4.78969175
01:01:08:27:00,16.466,0.7358,4.0153,0.0,4.89353537,4.87614449
01:01:08:28:00,16.502,0.7373000000000001,4.7781,0.0,4.98218984,4.9651334
01:01:08:29:00,16.556,0.7325,5.344,0.0,5.07394717,5.05878589
01:01:08:30:00,16.538,0.7319,5.7668,0.0,5.1694205,5.162453
01:01:08:31:00,16.484,0.7306999999999999,5.57,0.0,5.27030061,5.26750432
01:01:08:32:00,16.394,0.7306999999999999,5.315,0.0,5.37778591,5.37629951
01:01:08:33:00,16.268,0.7348,5.2031,0.0,5.49059438,5.48968396
01:01:08:34:00,16.178,0.7381,5.5968,0.0,5.60369084,5.60247385
01:01:08:35:00,16.124,0.7415,6.0509,0.0,5.71680588,5.71436261
01:01:08:36:00,16.16,0.7423000000000001,5.7109,0.0,5.8347703,5.83014388
01:01:08:37:00,16.16,0.745,5.8227,0.0,5.95362656,5.94677054
01:01:08:38:00,16.25,0.745,5.7959,0.0,6.07362549,6.06684379
01:01:08:39:00,16.376,0.7487,5.259,0.0,6.19993233,6.19292767
01:01:08:40:00,16.466,0.7545999999999999,5.8227,0.0,6.33320667,6.32945351
01:01:08:41:00,16.502,0.7587999999999999,5.8227,0.0,6.47375508,6.47302117
01:01:08:42:00,16.394,0.7543000000000001,4.6931,0.007480494,6.62555368,6.62340769
01:01:08:43:00,16.088,0.7518,2.2347,0.019235595,6.77260509,6.77653476
01:01:08:44:00,15.854,0.7578,0.0,0.01211128,6.92798963,6.93519867
01:01:08:45:00,15.728,0.7687999999999999,0.0,0.0,7.0876197,7.1005328
01:01:08:46:00,15.584,0.7797,2.2347,0.0,7.25500692,7.26407396
01:01:08:47:00,15.53,0.7873,2.9975,0.0,7.42497676,7.43495422
01:01:08:48:00,15.548,0.7894,2.2638,0.0,7.59988888,7.60446885
01:01:08:49:00,15.584,0.7888,0.8478,0.0,7.77087133,7.77376981
01:01:08:50:00,15.692,0.784,2.6016,0.016385888,7.94831033,7.94978744
01:01:08:51:00,15.818,0.7768999999999999,3.3934,0.039183641,8.12794177,8.12992054
01:01:08:52:00,15.998,0.7702,2.8566,0.046307956,8.31342591,8.31135424
01:01:08:53:00,16.394,0.7535,2.7425,0.052720007,8.49302948,8.47754305
01:01:08:54:00,16.952,0.7286,3.9594,0.061981579,8.64766153,8.63020562
01:01:08:55:00,17.42,0.7162999999999999,4.1003,0.066968358,8.77753573,8.76264386
01:01:08:56:00,17.6738,0.7173999999999999,5.655,0.068749344,8.8860708,8.8742725
01:01:08:57:00,17.7458,0.7081000000000001,4.0712,0.066611994,8.98300266,8.97411213
01:01:08:58:00,17.6396,0.6973,2.5166,0.064118558,9.08347401,9.07606988
01:01:08:59:00,17.51,0.6923,4.4381,0.060912579,9.18395465,9.17523134
01:01:09:00:00,17.384,0.6929000000000001,3.9862,0.061625029,9.28512275,9.27463434
01:01:09:01:00,17.312,0.6960999999999999,5.9077,0.056994243,9.3946054,9.3776976
01:01:09:02:00,17.402,0.7086,4.6662,0.057706693,9.5035771,9.4901066
01:01:09:03:00,17.42,0.7091,3.9862,0.063049929,9.6266696,9.6166364
01:01:09:04:00,17.42,0.7012,3.1966,0.066255816,9.7654622,9.7544071
01:01:09:05:00,17.492,0.7041,4.4672,0.070886602,9.9123371,9.897566
01:01:09:06:00,17.582,0.71,3.9594,0.068392887,10.0586546,10.0433261
01:01:09:07:00,17.717,0.7112999999999999,2.4047,0.071242409,10.1993052,10.1908513
01:01:09:08:00,17.7944,0.7026,2.6866,0.066967801,10.3458085,10.3384694
01:01:09:09:00,17.762,0.6990000000000001,3.1675,0.071954766,10.4895248,10.4839508
01:01:09:10:00,17.771,0.6989,3.0534,0.076229188,10.634263,10.6298038
01:01:09:11:00,17.7566,0.7017,2.2638,0.086560132,10.7812308,10.7783509
01:01:09:12:00,17.8808,0.7038,1.9797,0.096890055,10.9318217,10.9288489
01:01:09:13:00,17.9258,0.7025,1.1319,0.105083835,11.0781392,11.0797185
01:01:09:14:00,17.9906,0.7006,0.991,0.106507992,11.2198117,11.2225058
01:01:09:15:00,18.032,0.6976,0.7919,0.103302013,11.365386,11.3707742
01:01:09:16:00,18.1364,0.7039,0.8478,0.10365782,11.5163485,11.5200645
01:01:09:17:00,18.032,0.7306,0.2259,0.097958405,11.6675897,11.675672
01:01:09:18:00,17.8916,0.7387999999999999,1.2728,0.069461237,11.8127924,11.8399192
01:01:09:19:00,17.6972,0.7448999999999999,1.2169,0.045951592,11.960875,12.0066747
01:01:09:20:00,17.7062,0.7497,1.1878,0.042745798,12.1136026,12.1711077
01:01:09:21:00,17.7422,0.7478,0.8769,0.052007371,12.2654012,12.3350762
01:01:09:22:00,17.8106,0.741,0.0,0.063050022,12.4220306,12.4990447
01:01:09:23:00,17.9258,0.7309,0.0559,0.081573446,12.5836766,12.6658931
01:01:09:24:00,18.041,0.7378,0.2259,0.126100602,12.7374261,12.8311622
01:01:09:25:00,18.0572,0.73,1.6978,0.169203415,12.8942413,13.0030272
01:01:09:26:00,17.9654,0.7231000000000001,2.6575,0.181670595,13.0597891,13.1694111
01:01:09:27:00,18.0626,0.7302,3.3375,0.171340115,13.2295174,13.3390465
01:01:09:28:00,18.1976,0.7348,3.3644,0.18523331,13.406399,13.5196441
01:01:09:29:00,18.3164,0.7341,3.7044,0.155666027,13.593128,13.7006133
01:01:09:30:00,18.392,0.73,4.1562,0.163147264,13.7889612,13.8918015
01:01:09:31:00,18.3326,0.7314,4.7222,0.183093823,13.9796849,14.082711
01:01:09:32:00,18.5324,0.7353000000000001,4.9749,0.19805351,14.16725,14.2689755
01:01:09:33:00,18.6476,0.7338,5.4,0.212302512,14.3483121,14.4500376
01:01:09:34:00,18.77,0.7339,5.4,0.191998288,14.5253795,14.6147493
01:01:09:35:00,18.9356,0.7349,4.5522,0.152459119,14.697709,14.7776959
01:01:09:36:00,19.0652,0.7265999999999999,5.145,0.133579981,14.8652077,14.9399922
01:01:09:37:00,19.0652,0.7137,4.9481,0.135005067,15.0207223,15.0913263
01:01:09:38:00,19.0256,0.7145999999999999,3.9862,0.139991939,15.1617445,15.2298402
01:01:09:39:00,18.9266,0.7129000000000001,2.3197,0.131086545,15.2849299,15.3492167
01:01:09:40:00,18.8078,0.7184999999999999,3.3644,0.119331908,15.4070934,15.4608825
01:01:09:41:00,18.8618,0.7193,3.8744,0.126456409,15.5095621,15.5572198
01:01:09:42:00,18.8474,0.7101000000000001,1.4137,0.138923589,15.5901064,15.6407369
01:01:09:43:00,18.806,0.7101000000000001,0.34,0.143554654,15.6571802,15.7137563
01:01:09:44:00,18.8708,0.7071999999999999,1.7828,0.132511631,15.7139421,15.7713543
01:01:09:45:00,18.7988,0.7068000000000001,0.6509,0.139280325,15.7491512,15.8216132
01:01:09:46:00,18.7034,0.7092,1.5278,0.152815855,15.7857538,15.8718721
01:01:09:47:00,18.6692,0.7098,0.9328,0.24650086,15.8283949,15.9552034
01:01:09:48:00,18.6656,0.7091,0.17,0.274286321,15.8739159,16.0247855
01:01:09:49:00,18.7232,0.7126,0.51,0.51758306,15.9290056,16.1883824
01:01:09:50:00,18.9644,0.7134,1.1878,1.11246821,15.9881829,16.4670824
01:01:09:51:00,19.148,0.7136,0.0,1.40598576,16.0318459,16.6273349
01:01:09:52:00,19.3964,0.7170000000000001,0.0,1.43198847,16.0496827,16.6611505
01:01:09:53:00,19.6556,0.7137,0.4809,1.57483151,16.0360264,16.7227432
01:01:09:54:00,19.7942,0.7061,2.7156,2.30508125,16.0062984,16.9820271
01:01:09:55:00,19.8842,0.7021999999999999,3.6753,3.14185013,15.9867894,17.2670443
01:01:09:56:00,20.0012,0.7018000000000001,2.9684,2.46432114,15.9609632,16.9877869
01:01:09:57:00,20.0948,0.7062999999999999,2.6866,1.64786949,15.9303991,16.6666316
01:01:09:58:00,20.2838,0.7069,4.3553,1.21470466,15.897977,16.473957
01:01:09:59:00,20.345,0.6934,3.5075,0.680374517,15.8667626,16.2512757
01:01:10:00:00,20.0678,0.6938,2.9416,0.530764641,15.8427015,16.1855954
01:01:10:01:00,19.9382,0.7051000000000001,1.4987,0.434585271,15.8332257,16.1555887
01:01:10:02:00,20.0156,0.7167,2.4897,0.334131572,15.8249576,16.1174068
01:01:10:03:00,20.0048,0.7136,3.5634,0.311333912,15.8235641,16.1071878
01:01:10:04:00,20.0372,0.7104,4.2122,0.230116087,15.8309961,16.0764379
01:01:10:05:00,20.0822,0.7162999999999999,2.3197,0.202330626,15.8453027,16.0709568
01:01:10:06:00,20.2388,0.716,2.0378,0.16457235,15.8683419,16.0625029
01:01:10:07:00,20.426,0.7168000000000001,0.3959,0.163859807,15.9093108,16.0883291
01:01:10:08:00,20.3594,0.7081000000000001,0.0,0.150679155,15.9719254,16.1331069
01:01:10:09:00,20.1632,0.7077,0.0,0.151748434,16.0611094,16.2143944
01:01:10:10:00,20.0822,0.7162999999999999,0.0,0.165996507,16.1799285,16.3287543
01:01:10:11:00,20.1218,0.7184999999999999,0.0,0.220497221,16.312311,16.4760008
01:01:10:12:00,20.1038,0.7179000000000001,0.0,0.265024191,16.4560273,16.6392261
01:01:10:13:00,20.1038,0.7242000000000001,0.0,0.291384566,16.617023,16.8148071
01:01:10:14:00,20.1002,0.7238,0.0,0.293165459,16.789817,16.983049
01:01:10:15:00,20.0012,0.7204999999999999,0.0,0.292809652,16.9734803,17.1732153
01:01:10:16:00,20.0462,0.7259,0.0,0.329500507,17.1572365,17.3997984
01:01:10:17:00,20.1056,0.7228,0.51,0.350161467,17.3456377,17.6252667
01:01:10:18:00,20.1632,0.721,0.0559,0.428884927,17.513508,17.8494344
01:01:10:19:00,20.0858,0.7125,0.0,0.539311441,17.6673504,18.0775968
01:01:10:20:00,20.1848,0.7158,0.0,0.766577356,17.8202638,18.3305635
01:01:10:21:00,20.2712,0.7114,0.0,0.84601243,17.9796802,18.5406104
01:01:10:22:00,20.2154,0.7059000000000001,0.0,1.06010048,18.1381676,18.7885605
01:01:10:23:00,20.2262,0.7064,0.0,1.31586347,18.3046444,19.0764576
01:01:10:24:00,20.2748,0.7087,0.0,1.63503071,18.45923,19.40681
01:01:10:25:00,20.3072,0.7090000000000001,0.0,3.08515326,18.5953285,20.1989683
01:01:10:26:00,20.4134,0.7065,0.0,5.80270122,18.733285,21.537007
01:01:10:27:00,20.4224,0.7031999999999999,0.0,8.05255342,18.8650172,22.5205393
01:01:10:28:00,20.5178,0.7025,0.0,9.22131903,18.9880168,23.152538
01:01:10:29:00,20.597,0.7012,0.0,9.6537964,19.0941086,23.4599441
01:01:10:30:00,20.8094,0.6990000000000001,0.0,10.5150723,19.1820849,23.9878948
01:01:10:31:00,21.2432,0.7001000000000001,0.0,13.7056299,19.2743346,25.498263
01:01:10:32:00,21.4448,0.6848000000000001,0.0,21.3329057,19.3282166,28.7146468
01:01:10:33:00,21.4934,0.6759000000000001,0.0,27.705567,19.3392717,31.2641944
01:01:10:34:00,21.8264,0.6816,0.0,28.7078651,19.3047129,31.6407181
01:01:10:35:00,22.4564,0.6756,0.0,26.2531684,19.2429344,30.5710675
01:01:10:36:00,22.9964,0.6665000000000001,0.0,27.7400329,19.168057,31.1369214
01:01:10:37:00,23.216,0.6545000000000001,0.0,22.9097903,19.0700475,29.0965587
01:01:10:38:00,23.2772,0.6504000000000001,0.0,24.713258,19.0002796,29.9179805
01:01:10:39:00,23.3582,0.6453,0.0,27.4126533,18.949742,31.0164301
01:01:10:40:00,23.4806,0.6470999999999999,0.0,26.6714042,18.9009695,30.6279223
01:01:10:41:00,23.5832,0.6451,0.0,29.0705467,18.8849907,31.6740692
01:01:10:42:00,23.8064,0.6314,0.0,31.8484425,18.867061,32.7579335
01:01:10:43:00,23.8514,0.6261,0.0,31.0622298,18.8383549,32.5202953
01:01:10:44:00,24.0476,0.6396000000000001,0.7069,33.7316184,18.8121571,33.7196343
01:01:10:45:00,24.0764,0.6444,0.0,31.1041277,18.7590183,32.3800163
01:01:10:46:00,23.7884,0.6437,0.5369,27.6335695,18.6788456,30.8741073
01:01:10:47:00,23.2322,0.6358,1.4428,25.9262533,18.5996948,30.1180871
01:01:10:48:00,23.1746,0.6507999999999999,1.4137,28.0005245,18.5566821,31.0734707
01:01:10:49:00,23.2826,0.6453,0.7628,28.4917797,18.4964829,31.2795229
01:01:10:50:00,23.5778,0.6473,1.2169,28.4871347,18.402561,31.0907501
01:01:10:51:00,23.909,0.6518,0.34,22.3748721,18.3046444,28.367015
01:01:10:52:00,23.9018,0.6448999999999999,0.7069,19.1590457,18.2169468,27.0031501
01:01:10:53:00,23.6408,0.6445000000000001,1.1878,18.4943462,18.1383534,26.6128772
01:01:10:54:00,23.2826,0.6524,0.51,17.8972779,18.0507487,26.3375216
01:01:10:55:00,23.1332,0.6591,0.821,19.3550647,17.9559907,26.9869855
01:01:10:56:00,23.0216,0.6601,1.0469,21.7848642,17.8457184,27.9326146
01:01:10:57:00,22.9334,0.6573,0.906,23.4875354,17.7323804,28.4993046
01:01:10:58:00,22.901,0.6618,0.255,21.7673061,17.5941452,27.6876373
01:01:10:59:00,23.0846,0.6581,0.8769,19.7225771,17.4386306,26.6545893
01:01:11:00:00,22.955,0.6539,1.8678,19.2745204,17.2782852,26.3198706
01:01:11:01:00,23.063,0.6639,2.4315,21.0826331,17.126115,26.9700777
01:01:11:02:00,23.306,0.6698999999999999,2.5456,19.8493856,16.9690211,26.3155043
01:01:11:03:00,23.4716,0.6603,0.17,23.199917,16.8203811,27.7097475
01:01:11:04:00,23.7308,0.6559999999999999,0.1141,25.0834645,16.6649594,28.3906116
01:01:11:05:00,23.7578,0.6417,0.821,26.4294926,16.5013625,28.9514489
01:01:11:06:00,23.5688,0.6169,0.2259,33.8057526,16.3462195,32.0315484
01:01:11:07:00,23.4572,0.6138,2.2347,31.672397,16.1464845,30.7117181
01:01:11:08:00,23.5436,0.5781000000000001,2.3465,29.5116359,15.9392246,29.6524723
01:01:11:09:00,23.6354,0.5754,2.2906,29.20776,15.7585341,29.4018281
01:01:11:10:00,23.7614,0.5936,2.0938,31.0037957,15.5740347,30.0952337
01:01:11:11:00,23.846,0.6058,0.0559,32.9075954,15.3812672,30.8183673
01:01:11:12:00,24.116,0.6137,3.0534,34.5101204,15.1701055,31.1694364
01:01:11:13:00,24.3176,0.6004,3.6753,34.4007771,14.9608018,30.9867021
01:01:11:14:00,24.6146,0.5875,2.9416,35.6982185,14.7479679,31.4264907
01:01:11:15:00,24.9404,0.5727,1.5547,37.3873263,14.5171114,31.9079914
01:01:11:16:00,24.9854,0.5583,2.4315,43.5185405,14.3078077,34.5819321
01:01:11:17:00,25.2014,0.5574,1.9797,48.3551932,14.0917223,36.4191225
01:01:11:18:00,25.4192,0.5334,2.3756,48.9944381,13.8465592,36.533854
01:01:11:19:00,25.3832,0.5257999999999999,2.6306,49.4433309,13.6076204,36.4244178
01:01:11:20:00,25.4642,0.5314,1.6978,53.2890193,13.3676597,37.9800283
01:01:11:21:00,25.3886,0.5261,2.2347,57.4649672,13.1442352,39.7335158
01:01:11:22:00,25.6262,0.5343,0.1141,54.8042183,12.871295,38.2275139
01:01:11:23:00,26.114,0.5478000000000001,0.0,51.1996054,12.5862778,36.3111727
01:01:11:24:00,26.231,0.5257999999999999,0.0,50.11955,12.3217915,35.5524584
01:01:11:25:00,26.204,0.5261,1.3019,43.6029866,12.0476436,32.3038383
01:01:11:26:00,25.8584,0.5242,2.9416,42.9150621,11.8117705,31.7791391
01:01:11:27:00,25.7576,0.5289,1.7828,42.4675628,11.6255989,31.6060664
01:01:11:28:00,25.6802,0.5434,3.9594,46.049601,11.4669257,33.216395
01:01:11:29:00,25.2464,0.5325,2.4897,51.9311,11.32451,35.7874025
01:01:11:30:00,25.061,0.5451,0.9328,56.4164978,11.1926849,37.7278977
01:01:11:31:00,25.0844,0.5381,2.0356,57.0128229,11.0249075,37.6345332
01:01:11:32:00,25.2374,0.5502,0.0,60.221496,10.8941043,38.9562215
