#Solar Radiation Research Laboratory (39.74 N,105.18 W) file for 13
# data obtained from ...
$state_name=N/A
$city_name=N/A
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
01:01:11:33:00,25.6982,0.55,2.4875,63.0554105,10.8076144,40.3240811
01:01:11:34:00,25.8674,0.5431,4.2972,63.7845826,10.705796,40.4853555
01:01:11:35:00,25.6118,0.5436,4.4672,61.693032,10.586884,39.4503566
01:01:11:36:00,25.4012,0.5468,5.2859,66.4678133,10.458682,41.569034
01:01:11:37:00,25.4336,0.5346,6.1918,69.0996703,10.3214687,42.4395999
01:01:11:38:00,25.574,0.5259,6.2187,66.7165066,10.2169562,41.4217875
01:01:11:39:00,25.7936,0.5534,6.4737,60.2127634,10.0933063,38.3905534
01:01:11:40:00,25.8602,0.5464,9.413,61.5533104,9.9677055,38.8495723
01:01:11:41:00,25.7396,0.5361,8.3661,65.023497,9.8564113,40.3444262
01:01:11:42:00,25.3886,0.5236,8.0284,65.0498806,9.7244004,40.3737826
01:01:11:43:00,24.998,0.5332,10.2317,59.6406852,9.5230861,37.7199083
01:01:11:44:00,24.9278,0.5412,10.0908,56.1669684,9.310438,35.8162015
01:01:11:45:00,24.8828,0.53,8.9612,53.1524563,9.10293656,34.1078634
01:01:11:46:00,24.7424,0.5451,9.8358,53.9147937,8.9436688,34.3438294
01:01:11:47:00,24.917,0.5517,8.5652,54.5245893,8.80447673,34.4358933
01:01:11:48:00,24.8954,0.5459,8.2252,57.7747887,8.65840077,36.0344236
01:01:11:49:00,24.9656,0.5652,8.5943,58.5810678,8.49459949,36.3460102
01:01:11:50:00,25.1402,0.5325,10.0617,65.9719131,8.35705175,39.7223678
01:01:11:51:00,25.0646,0.5312,8.9321,73.620463,8.24999379,43.0880419
01:01:11:52:00,25.097,0.5366,8.3661,76.2538993,8.12287872,43.9823902
01:01:11:53:00,25.2644,0.5338,8.3661,75.840773,7.9828041,43.5839421
01:01:11:54:00,25.5074,0.5444,7.3774,74.8344802,7.86711573,42.898433
01:01:11:55:00,25.9952,0.5426,7.8293,75.493327,7.72405902,43.1004905
01:01:11:56:00,26.348,0.5235,6.1337,73.4873373,7.57013301,41.8447612
01:01:11:57:00,26.5424,0.5213,6.7555,71.3117122,7.42694624,40.7757609
01:01:11:58:00,26.8394,0.5312,8.0843,74.9386211,7.31823466,42.2827847
01:01:11:59:00,26.6504,0.5034000000000001,7.9143,73.7444845,7.21282103,41.4386953
01:01:12:00:00,25.934,0.508,7.6033,71.9465908,7.0990464,40.5827147
01:01:12:01:00,25.7216,0.5236999999999999,6.7555,79.3806346,7.0220323,43.9047258
01:01:12:02:00,25.5938,0.5207,9.554,81.5755829,6.94441435,44.8780391
01:01:12:03:00,25.9142,0.5359,8.5361,82.5752798,6.86064642,45.1957571
01:01:12:04:00,26.1968,0.511,9.2139,85.8136809,6.76314787,46.6033779
01:01:12:05:00,26.3588,0.5367999999999999,9.469,87.2751837,6.68516761,47.2010965
01:01:12:06:00,26.348,0.5015,8.2543,87.1917595,6.61360674,47.1264049
01:01:12:07:00,25.9736,0.5041,8.3393,87.7642093,6.52493369,47.2988273
01:01:12:08:00,26.024,0.5053,7.2365,87.5005591,6.43487643,47.0787472
01:01:12:09:00,25.9268,0.504,8.0284,86.9597882,6.36201496,46.7821175
01:01:12:10:00,26.105,0.5221,8.4511,86.323609,6.31536058,46.4827937
01:01:12:11:00,26.3444,0.5033,6.3887,86.1379948,6.25251373,46.2484999
01:01:12:12:00,26.1896,0.4991,6.7846,85.9054661,6.18451093,45.9773248
01:01:12:13:00,26.1302,0.49520000000000003,5.9659,87.6770691,6.14879088,46.8217858
01:01:12:14:00,26.0456,0.5063,7.6033,89.5902517,6.13071254,47.7284898
01:01:12:15:00,26.114,0.4971,5.8227,90.5476791,6.11620156,48.1159757
01:01:12:16:00,26.1914,0.5157,4.3262,91.241735,6.10101241,48.4468855
01:01:12:17:00,26.0852,0.4979,3.3934,91.1916619,6.08041648,48.4156711
01:01:12:18:00,26.285,0.5159,5.3709,90.9799428,6.07942245,48.3112515
01:01:12:19:00,26.5226,0.49450000000000005,8.903,91.0594652,6.05936534,48.3094864
01:01:12:20:00,26.2274,0.5038,6.3596,90.7794646,6.01693791,48.1372498
01:01:12:21:00,26.546,0.501,6.0778,91.2243627,5.98114354,48.2853324
01:01:12:22:00,26.7458,0.498,5.5968,91.4093266,5.94946464,48.3156178
01:01:12:23:00,27.1634,0.48109999999999997,5.0331,91.2236195,5.95172211,48.1857436
01:01:12:24:00,27.5018,0.4915,3.8744,91.2009519,5.95346863,48.0834607
01:01:12:25:00,28.0544,0.4769,5.344,91.279824,5.94830339,48.0512244
01:01:12:26:00,27.9086,0.4583,6.7287,91.1346213,5.94735581,47.9821997
01:01:12:27:00,27.8186,0.45189999999999997,3.5634,91.107959,5.9577699,47.9279461
01:01:12:28:00,27.9482,0.47590000000000005,6.7555,90.9915553,5.94074133,47.8434071
01:01:12:29:00,27.464,0.4706,7.8584,90.6998493,5.92220778,47.6905866
01:01:12:30:00,27.293,0.48700000000000004,6.8987,90.0212148,5.88682217,47.3504797
01:01:12:31:00,27.2444,0.47479999999999994,9.724,89.8485137,5.83513261,47.2177256
01:01:12:32:00,27.1922,0.4836,9.0462,90.3590921,5.80661231,47.4478389
01:01:12:33:00,27.2444,0.473,8.8471,90.8037115,5.7963097,47.5811504
01:01:12:34:00,27.0788,0.47840000000000005,7.5474,90.8732936,5.77174694,47.6058618
01:01:12:35:00,27.2552,0.4783,7.5474,90.8282371,5.75750537,47.5255962
01:01:12:36:00,27.635,0.47859999999999997,5.9077,90.9324709,5.75865733,47.5130547
01:01:12:37:00,28.1192,0.4747,6.0218,91.0119933,5.75353854,47.4627029
01:01:12:38:00,28.1732,0.4535,6.7846,90.9592261,5.73068514,47.3477856
01:01:12:39:00,27.959,0.457,6.8696,90.9874677,5.72651393,47.2990131
01:01:12:40:00,27.7286,0.46020000000000005,6.3328,91.0056761,5.71063732,47.2404861
01:01:12:41:00,27.3722,0.4551,5.9928,91.1307195,5.69111903,47.2837775
01:01:12:42:00,27.0878,0.4551,5.57,91.224084,5.6673645,47.2928817
01:01:12:43:00,27.1886,0.47200000000000003,3.2793,91.2302154,5.64922113,47.2683561
01:01:12:44:00,27.7088,0.4653,2.9684,91.1864595,5.62410097,47.1861396
01:01:12:45:00,28.184,0.4507,5.259,90.9957358,5.63598288,47.0231001
01:01:12:46:00,28.1966,0.4447,5.8227,90.9598764,5.65391258,46.9374463
01:01:12:47:00,28.31,0.44049999999999995,5.485,91.0799961,5.66794977,46.9199811
01:01:12:48:00,28.4072,0.4449,8.8762,90.9585758,5.66217139,46.8019052
01:01:12:49:00,28.1696,0.4379,8.3102,90.6934392,5.65220322,46.6661783
01:01:12:50:00,27.5864,0.4411,8.7352,90.542198,5.64839432,46.565196
01:01:12:51:00,27.1868,0.4476,7.8584,90.4597028,5.63314943,46.4951494
01:01:12:52:00,27.05,0.44439999999999996,5.8227,90.4033125,5.62115604,46.4225016
01:01:12:53:00,27.0356,0.46149999999999997,6.7287,90.3527749,5.60588328,46.34781
01:01:12:54:00,27.2102,0.4604,8.4243,90.4546862,5.59018318,46.3278365
01:01:12:55:00,27.3362,0.4474,9.5249,90.5386678,5.57571865,46.3006168
01:01:12:56:00,27.1652,0.4495,8.8762,90.6519129,5.56070601,46.2872392
01:01:12:57:00,27.1976,0.45549999999999996,8.7062,90.8601947,5.54468076,46.3001523
01:01:12:58:00,27.4316,0.4485,8.6771,90.8493254,5.53905102,46.2152417
01:01:12:59:00,27.4478,0.44380000000000003,8.7062,90.7953505,5.53712799,46.1368341
01:01:13:00:00,27.2282,0.44020000000000004,8.0574,90.7032866,5.53255731,46.0080747
01:01:13:01:00,27.2858,0.4533,6.5028,90.5866971,5.52905498,45.8811733
01:01:13:02:00,27.4226,0.43829999999999997,5.8809,90.5150712,5.53018836,45.7895739
01:01:13:03:00,27.3488,0.4299,4.4962,90.4361062,5.53183269,45.7001112
01:01:13:04:00,27.0572,0.4293,5.9077,90.3024231,5.53169334,45.5634553
01:01:13:05:00,26.933,0.4302,4.5522,90.2426884,5.53212068,45.4725062
01:01:13:06:00,27.1652,0.4422,5.344,90.142728,5.53568804,45.3337136
01:01:13:07:00,27.4082,0.4465,5.3709,90.0159195,5.53923682,45.2133152
01:01:13:08:00,27.7088,0.43979999999999997,7.4065,89.9688192,5.55060778,45.1092672
01:01:13:09:00,27.3848,0.42829999999999996,6.1628,89.8935702,5.54358454,45.0062411
01:01:13:10:00,27.4028,0.43670000000000003,5.8227,89.8472131,5.54067677,44.9313637
01:01:13:11:00,27.5342,0.43320000000000003,3.9594,89.7571001,5.52899924,44.7994457
01:01:13:12:00,27.5522,0.43079999999999996,4.8631,89.7243993,5.52128854,44.699764
01:01:13:13:00,27.7394,0.4409,6.3596,89.6813866,5.51393086,44.5748135
01:01:13:14:00,27.7664,0.41869999999999996,6.4178,89.6499864,5.50177025,44.494455
01:01:13:15:00,27.5612,0.4213,6.7555,89.6257395,5.50461299,44.4150255
01:01:13:16:00,27.4496,0.4208,5.145,89.5650758,5.50206753,44.299365
01:01:13:17:00,27.6152,0.4346,3.2525,89.4509946,5.50289434,44.1588073
01:01:13:18:00,27.8654,0.428,5.0599,89.3544715,5.50933231,44.021594
01:01:13:19:00,27.6314,0.42579999999999996,6.3887,89.2578555,5.50959243,43.8927417
01:01:13:20:00,27.4478,0.4404,6.7287,89.3328258,5.50240197,43.8396958
01:01:13:21:00,27.7898,0.4448,5.2859,89.1409873,5.49608477,43.6755415
01:01:13:22:00,28.3082,0.4353,6.5878,89.0291357,5.48115574,43.5282021
01:01:13:23:00,28.445,0.41840000000000005,8.5361,88.960111,5.47619488,43.4016723
01:01:13:24:00,28.0526,0.4165,6.0778,88.8008804,5.46095928,43.2522891
01:01:13:25:00,27.77,0.4128,7.4065,88.7934484,5.44861287,43.151121
01:01:13:26:00,27.5504,0.4188,5.5968,88.7200574,5.43199306,43.0346244
01:01:13:27:00,27.6458,0.4171,5.74,88.8227119,5.41416555,42.9515718
01:01:13:28:00,27.8024,0.4199,5.429,88.7753329,5.39686757,42.8014454
01:01:13:29:00,28.2056,0.4249,5.344,88.7225657,5.38953776,42.6774239
01:01:13:30:00,28.6466,0.4257,4.4381,88.7172704,5.38571028,42.5552604
01:01:13:31:00,29.111,0.418,6.2768,88.5395527,5.38297902,42.3730835
01:01:13:32:00,29.3396,0.4031,5.259,88.5245029,5.38362932,42.2402365
01:01:13:33:00,28.8482,0.3871,7.6033,88.5215301,5.38777266,42.1627579
01:01:13:34:00,28.4036,0.4093,5.9928,88.4768452,5.37654105,42.0523927
01:01:13:35:00,28.6646,0.40659999999999996,2.6306,88.4820476,5.36122184,41.9237262
01:01:13:36:00,29.1218,0.41479999999999995,3.5903,88.5128904,5.35532269,41.8092734
01:01:13:37:00,29.6222,0.3957,4.8922,88.441729,5.35584293,41.6492067
01:01:13:38:00,29.669,0.4128,5.23,88.2089216,5.35967041,41.4422255
01:01:13:39:00,30.0578,0.3961,3.9012,88.0102085,5.35265646,41.2384958
01:01:13:40:00,29.777,0.38020000000000004,9.1871,87.9684964,5.3508542,41.1112228
01:01:13:41:00,29.0282,0.3768,6.2187,87.9051386,5.34475996,41.0232465
01:01:13:42:00,28.5206,0.3834,4.8631,87.897335,5.34371948,40.9193843
01:01:13:43:00,28.3442,0.391,6.3596,87.885258,5.32836311,40.8233257
01:01:13:44:00,28.274,0.38530000000000003,7.2074,87.6500352,5.32445202,40.6170877
01:01:13:45:00,27.9518,0.3861,8.6771,87.4154627,5.31604457,40.4113142
01:01:13:46:00,27.9518,0.3958,6.2478,87.2980371,5.29208566,40.2239349
01:01:13:47:00,27.8834,0.3851,5.259,87.2457344,5.27349637,40.088208
01:01:13:48:00,28.0058,0.3926,4.3262,87.3469954,5.26496815,40.0049696
01:01:13:49:00,28.139,0.387,2.6866,87.3370551,5.24194753,39.8590237
01:01:13:50:00,28.1894,0.395,2.6575,87.2994306,5.22632175,39.7049955
01:01:13:51:00,28.5152,0.3924,5.9368,87.1721576,5.2247889,39.5149221
01:01:13:52:00,28.5152,0.3787,8.1693,87.1580368,5.2320351,39.3872775
01:01:13:53:00,28.5782,0.3848,5.429,87.0669019,5.23443192,39.2210794
01:01:13:54:00,28.7348,0.381,4.8631,86.9727013,5.22447304,39.0520014
01:01:13:55:00,28.8032,0.3831,5.174,86.8554615,5.21414256,38.8673162
01:01:13:56:00,28.8518,0.39030000000000004,5.9368,86.7132316,5.20754666,38.6953583
01:01:13:57:00,29.1308,0.3801,6.9546,86.7739882,5.20103437,38.5775611
01:01:13:58:00,29.1884,0.3873,6.9815,86.798328,5.20308746,38.4501952
01:01:13:59:00,29.5574,0.3785,7.3774,86.788109,5.20025401,38.3034132
01:01:14:00:00,29.66,0.3809,5.7109,86.7123955,5.19319361,38.1397234
01:01:14:01:00,30.0326,0.369,6.6437,86.6955806,5.1879076,37.9909905
01:01:14:02:00,30.4124,0.36479999999999996,2.4897,86.4799597,5.21039869,37.7716536
01:01:14:03:00,30.5528,0.3632,4.1853,86.0070058,5.22388777,37.4625753
01:01:14:04:00,30.2594,0.36219999999999997,5.8518,85.7618427,5.23762768,37.2773327
01:01:14:05:00,29.8112,0.3556,4.5231,85.5151003,5.24288582,37.0762042
01:01:14:06:00,29.66,0.3676,6.5296,85.6670847,5.22763164,36.9916652
01:01:14:07:00,29.4386,0.3642,7.3215,85.5702829,5.21445842,36.8335494
01:01:14:08:00,29.507,0.3804,7.7174,85.2093664,5.20157319,36.5929384
01:01:14:09:00,29.6276,0.3697,5.7668,85.2067652,5.20798329,36.4876827
01:01:14:10:00,29.6852,0.3693,5.9928,85.2887959,5.19870258,36.3883726
01:01:14:11:00,29.8022,0.37229999999999996,6.0509,85.3427708,5.18250082,36.2619357
01:01:14:12:00,29.705,0.3577,6.4446,85.4117955,5.17362887,36.1249082
01:01:14:13:00,29.399,0.3564,7.7465,85.0910118,5.15841185,35.8642308
01:01:14:14:00,28.8104,0.34869999999999995,6.5296,84.8765057,5.1526056,35.6546484
01:01:14:15:00,28.5818,0.3649,4.7781,84.7416149,5.14785841,35.473865
01:01:14:16:00,28.7222,0.3616,6.7555,84.7483966,5.13985043,35.3203942
01:01:14:17:00,28.9058,0.35590000000000005,4.9481,84.8355368,5.13194464,35.201668
01:01:14:18:00,28.9994,0.3471,4.5522,84.7962401,5.11643034,35.0276663
01:01:14:19:00,29.0804,0.35200000000000004,2.9975,84.7629819,5.10664797,34.8712227
01:01:14:20:00,29.2838,0.3439,0.1141,84.5833133,5.10000562,34.6445467
01:01:14:21:00,29.4926,0.3368,1.9506,84.4968234,5.10553317,34.4539159
01:01:14:22:00,29.4206,0.33640000000000003,1.0469,84.3566373,5.10753981,34.2435903
01:01:14:23:00,29.552,0.3443,0.9328,84.0910362,5.12610123,33.9933177
01:01:14:24:00,29.8256,0.35850000000000004,5.089,83.8746721,5.1310528,33.7603245
01:01:14:25:00,29.9408,0.3467,5.2859,83.7904118,5.14918688,33.6070395
01:01:14:26:00,29.7842,0.34490000000000004,4.8631,83.3999531,5.18390361,33.3847298
01:01:14:27:00,29.75,0.3432,6.7555,82.8880741,5.22228989,33.116063
01:01:14:28:00,29.7446,0.3447,4.8072,81.6645811,5.25850231,32.558663
01:01:14:29:00,29.5952,0.34340000000000004,4.7781,80.3791238,5.25707165,32.0276466
01:01:14:30:00,29.552,0.3505,6.2187,80.310192,5.23822224,31.822895
01:01:14:31:00,29.5682,0.3503,5.5968,81.3415678,5.20291095,32.0195643
01:01:14:32:00,29.7446,0.34009999999999996,6.7846,82.4070379,5.15336738,32.142471
01:01:14:33:00,29.3018,0.3328,7.4915,82.4605483,5.10483642,31.9588077
01:01:14:34:00,29.0588,0.3465,5.0599,82.4584116,5.0742909,31.7822977
01:01:14:35:00,29.255,0.3423,3.8162,82.2231888,5.05024838,31.5370417
01:01:14:36:00,29.3018,0.3367,5.259,82.075292,5.04122779,31.3114805
01:01:14:37:00,29.516,0.3379,3.5903,82.1035336,5.03456686,31.145654
01:01:14:38:00,29.8526,0.33549999999999996,1.2728,81.9793263,5.02933659,30.9099667
01:01:14:39:00,29.8868,0.3329,3.0534,81.8131282,5.00604656,30.6865422
01:01:14:40:00,29.9156,0.33490000000000003,5.6818,81.6639308,4.97435837,30.4623745
01:01:14:41:00,29.9876,0.33,6.5878,81.4314021,4.9480398,30.2069924
01:01:14:42:00,30.0056,0.325,5.344,81.1932994,4.91371325,29.9430635
01:01:14:43:00,29.8472,0.3234,4.0712,80.70223,4.88140263,29.5892074
01:01:14:44:00,29.606,0.3224,4.4381,80.6848577,4.84125125,29.386128
01:01:14:45:00,29.543,0.3298,2.4315,80.6596818,4.77541302,29.1509981
01:01:14:46:00,29.5916,0.33140000000000003,5.3709,80.453258,4.71444275,28.8719265
01:01:14:47:00,29.5466,0.3348,4.7781,80.2317844,4.66539155,28.5836578
01:01:14:48:00,29.4836,0.3286,5.7668,79.9594016,4.613414,28.2944601
01:01:14:49:00,29.489,0.3371,4.0153,79.7939467,4.57931041,28.0222631
01:01:14:50:00,29.7986,0.33390000000000003,4.0444,79.684975,4.57813058,27.807757
01:01:14:51:00,30.0794,0.32289999999999996,4.6372,79.497317,4.58008148,27.5962237
01:01:14:52:00,30.1334,0.32780000000000004,3.5634,79.3724594,4.54814246,27.3499458
01:01:14:53:00,30.3908,0.3261,3.3375,79.268783,4.49518017,27.1033892
01:01:14:54:00,30.3152,0.3247,3.7894,79.2013376,4.43512032,26.871325
01:01:14:55:00,29.8562,0.3204,5.485,79.128504,4.37442875,26.6458567
01:01:14:56:00,29.3864,0.32189999999999996,5.655,78.9680657,4.33781686,26.4347879
01:01:14:57:00,29.0084,0.32770000000000005,4.5812,78.6586158,4.30234764,26.1760614
01:01:14:58:00,29.0264,0.3271,4.2122,78.5268836,4.27557386,25.9592328
01:01:14:59:00,28.9292,0.3246,5.174,78.2566375,4.24842848,25.7018998
01:01:15:00:00,29.0012,0.33390000000000003,4.1853,77.9395698,4.23136275,25.4280306
01:01:15:01:00,29.2244,0.3296,4.0712,77.7096423,4.21837533,25.1896492
01:01:15:02:00,29.246,0.3331,4.1271,77.5451164,4.20490483,24.9534974
01:01:15:03:00,29.318,0.3299,4.3822,77.3270801,4.18435535,24.6948638
01:01:15:04:00,29.192,0.32899999999999996,4.3822,77.2450494,4.15991336,24.4931779
01:01:15:05:00,29.3864,0.3389,3.7603,77.1537287,4.13703209,24.2570261
01:01:15:06:00,29.435,0.32299999999999995,5.2859,76.9804702,4.10765711,24.0067535
01:01:15:07:00,29.1488,0.33,5.6259,76.6323739,4.08479442,23.7271245
01:01:15:08:00,29.201,0.33240000000000003,4.8922,76.4326389,4.0629815,23.4735075
01:01:15:09:00,29.0948,0.3309,4.749,76.221663,4.04504251,23.2291805
01:01:15:10:00,29.048,0.3329,4.6931,75.8549867,4.01719109,22.944442
01:01:15:11:00,28.9418,0.3306,4.1562,75.609452,3.98927464,22.6985357
01:01:15:12:00,28.8032,0.3293,5.2859,75.3545344,3.96826066,22.4484489
01:01:15:13:00,28.5962,0.33049999999999996,5.315,75.1787676,3.94262026,22.2201936
01:01:15:14:00,28.6988,0.3407,3.9303,74.857891,3.91872638,21.9568221
01:01:15:15:00,28.9634,0.3381,3.3375,74.5398014,3.90073165,21.6827671
01:01:15:16:00,29.1614,0.32189999999999996,2.0088,74.280982,3.89015034,21.4172589
01:01:15:17:00,29.0264,0.32770000000000005,3.2525,74.0878429,3.86685102,21.1618768
01:01:15:18:00,29.1308,0.33299999999999996,3.4784,73.770032,3.82731278,20.8715643
01:01:15:19:00,29.408,0.3312,2.7716,73.5848823,3.79374801,20.6271444
01:01:15:20:00,29.246,0.3222,4.0153,73.2729241,3.76277515,20.3466793
01:01:15:21:00,29.0282,0.3262,4.5522,72.9934809,3.73313076,20.1015162
01:01:15:22:00,28.8914,0.3306,4.0153,72.6674019,3.70721166,19.8338713
01:01:15:23:00,29.0444,0.32780000000000004,2.4315,72.3253441,3.68406098,19.5511766
01:01:15:24:00,29.2658,0.33,3.8162,71.873014,3.65925668,19.2453498
01:01:15:25:00,29.588,0.3259,0.8478,71.6808968,3.63018827,19.0015802
01:01:15:26:00,29.8508,0.3221,1.4719,71.4946323,3.60680534,18.7510289
01:01:15:27:00,29.7986,0.31829999999999997,2.7984,71.1278631,3.58574491,18.4800396
01:01:15:28:00,29.8022,0.3239,3.9012,70.489733,3.56324453,18.1523813
01:01:15:29:00,29.768,0.31329999999999997,4.4962,70.079115,3.54189611,17.8899388
01:01:15:30:00,29.5394,0.31579999999999997,4.4381,69.5747609,3.52873218,17.622201
01:01:15:31:00,29.588,0.3161,2.8006,69.5966853,3.52117012,17.4575822
01:01:15:32:00,29.5286,0.3125,1.5838,69.3485494,3.50739305,17.2172499
01:01:15:33:00,29.5286,0.3125,3.5075,69.2116148,3.48795837,17.0115693
01:01:15:34:00,29.6636,0.3182,0.3109,68.7374532,3.47276922,16.7206065
01:01:15:35:00,29.8382,0.3189,0.7919,68.1383411,3.46085944,16.423791
01:01:15:36:00,29.9282,0.30920000000000003,4.0444,67.9556068,3.4393438,16.1901475
01:01:15:37:00,29.9498,0.3107,3.5075,67.686011,3.4150969,15.9399678
01:01:15:38:00,29.9858,0.30820000000000003,1.3019,67.1967067,3.35347633,15.6240149
01:01:15:39:00,30.0362,0.3064,2.2638,66.7937994,3.29899048,15.3147508
01:01:15:40:00,29.9768,0.3132,1.7828,66.1928293,3.25507665,14.9976831
01:01:15:41:00,30.0182,0.3157,2.0938,66.0164122,3.2255809,14.7753734
01:01:15:42:00,30.0758,0.311,2.6575,65.8050647,3.18911765,14.5350411
01:01:15:43:00,29.9462,0.311,4.3262,65.5729076,3.15894373,14.2985177
01:01:15:44:00,30.0362,0.31170000000000003,3.1966,65.2373528,3.12235971,14.0389551
01:01:15:45:00,29.9102,0.3131,0.425,64.8234833,3.08886926,13.7652717
01:01:15:46:00,29.7716,0.3128,1.6397,64.425221,3.04984197,13.5136056
01:01:15:47:00,29.6636,0.3126,4.0153,63.8799909,3.01749419,13.2483761
01:01:15:48:00,29.57,0.3106,3.5075,63.4820073,2.98581529,12.9895567
01:01:15:49:00,29.4494,0.3172,3.0266,63.4607332,2.95032749,12.7831329
01:01:15:50:00,29.525,0.32380000000000003,3.1384,63.0313494,2.9155736,12.5144661
01:01:15:51:00,29.741,0.32,4.7222,62.6180373,2.88597566,12.2493295
01:01:15:52:00,29.8976,0.3164,3.8744,62.374918,2.85161195,12.0131777
01:01:15:53:00,29.8796,0.315,2.6866,61.986596,2.81582687,11.7551944
01:01:15:54:00,29.669,0.3116,2.8856,61.4173048,2.77756136,11.4714778
01:01:15:55:00,29.3954,0.3148,2.0356,60.8535876,2.74031775,11.2011388
01:01:15:56:00,29.264,0.3191,2.7716,60.4029297,2.70683659,10.9483579
01:01:15:57:00,29.102,0.32189999999999996,4.6931,59.9435392,2.67034547,10.7015226
01:01:15:58:00,28.9778,0.3226,3.9862,59.506166,2.63811846,10.4453973
01:01:15:59:00,29.0984,0.32530000000000003,3.1384,58.931115,2.6009213,10.1711565
01:01:16:00:00,29.2118,0.32689999999999997,2.9416,58.5273716,2.56439302,9.9266437
01:01:16:01:00,29.3684,0.32409999999999994,4.0153,58.0795007,2.52924895,9.6788794
01:01:16:02:00,29.4764,0.31829999999999997,5.0331,57.432638,2.49517323,9.4027806
01:01:16:03:00,29.5016,0.3197,4.6372,56.7792723,2.46078165,9.13808063
01:01:16:04:00,29.687,0.3172,2.8566,56.3567631,2.42267407,8.90070255
01:01:16:05:00,29.669,0.31579999999999997,2.7156,55.7821766,2.38346098,8.64356464
01:01:16:06:00,29.6132,0.313,3.3644,55.13615,2.34343966,8.38681691
01:01:16:07:00,29.4314,0.31329999999999997,3.4784,54.5841382,2.30114229,8.14001877
01:01:16:08:00,29.2748,0.3124,3.7603,54.0592532,2.25565845,7.90683977
01:01:16:09:00,29.174,0.3131,2.2638,53.5552707,2.21513547,7.68108348
01:01:16:10:00,29.084,0.3141,0.34,53.0210028,2.17400864,7.447793
01:01:16:11:00,28.9868,0.3127,0.7919,52.3722821,2.13226867,7.20992255
01:01:16:12:00,28.8464,0.3171,0.7628,51.675625,2.096753,6.97782119
01:01:16:13:00,28.7042,0.3197,0.0,50.9600163,2.05527315,6.73863156
01:01:16:14:00,28.5728,0.3211,1.9506,50.135343,2.00947345,6.49094158
01:01:16:15:00,28.4162,0.32020000000000004,3.5075,49.6304315,1.96363659,6.28200019
01:01:16:16:00,28.283,0.3208,3.7044,48.8500715,1.92177585,6.0556865
01:01:16:17:00,28.1894,0.3259,3.3644,48.0423989,1.88022168,5.82302774
01:01:16:18:00,28.1534,0.3271,2.6306,42.9102313,1.83791502,5.17727055
01:01:16:19:00,28.058,0.3301,2.1497,25.1046457,1.78298325,3.59416165
01:01:16:20:00,27.9968,0.3332,0.1141,6.37012513,1.72473495,2.11577892
01:01:16:21:00,27.869,0.3362,0.0559,0.06981723,1.66986821,1.66842826
01:01:16:22:00,27.5972,0.3387,0.595,0.0,1.62459804,1.62247063
01:01:16:23:00,27.3578,0.3406,0.821,0.0,1.57821307,1.57322434
01:01:16:24:00,27.1202,0.34509999999999996,0.0,0.0,1.53406699,1.52828861
01:01:16:25:00,26.8664,0.3519,0.0,0.0,1.49382271,1.4769242
01:01:16:26:00,26.7278,0.3599,2.0356,0.0,1.4458956,1.4301026
01:01:16:27:00,26.6,0.3669,3.2234,0.0,1.39840512,1.38643031
01:01:16:28:00,26.3912,0.37450000000000006,3.5634,0.0,1.35816084,1.34623248
01:01:16:29:00,26.1482,0.37979999999999997,3.7603,0.0,1.31642087,1.30321049
01:01:16:30:00,25.88,0.38520000000000004,3.4494,0.0,1.27058401,1.25420574
01:01:16:31:00,25.709,0.38789999999999997,4.2703,0.0,1.21742663,1.20250689
01:01:16:32:00,25.502,0.39630000000000004,3.0825,0.0,1.16165876,1.14965608
01:01:16:33:00,25.2644,0.3967,3.0266,0.0,1.10947683,1.09390679
01:01:16:34:00,25.0214,0.40509999999999996,3.0825,0.0,1.06199564,1.03926301
01:01:16:35:00,24.7658,0.4096,2.4606,0.0,1.0117739,0.98879973
01:01:16:36:00,24.6722,0.41240000000000004,1.8947,0.0,0.96415336,0.93934906
01:01:16:37:00,24.557,0.41119999999999995,0.2259,0.0,0.916159362,0.889860301
01:01:16:38:00,24.539,0.4071,0.0,0.0,0.862871922,0.841588532
01:01:16:39:00,24.521,0.409,0.425,0.0,0.808966697,0.792296721
01:01:16:40:00,24.5066,0.4157,0.7069,0.0,0.761507803,0.747579306
01:01:16:41:00,24.4346,0.41729999999999995,2.0647,0.0,0.717507576,0.70460934
01:01:16:42:00,24.3554,0.4205,3.7334,0.0,0.673928186,0.65874461
01:01:16:43:00,24.2456,0.4215,5.0331,0.0,0.634124252,0.618292234
01:01:16:44:00,24.125,0.4243,5.429,0.0,0.592784681,0.57603574
01:01:16:45:00,24.0584,0.42619999999999997,5.089,0.0,0.55265281,0.538064723
01:01:16:46:00,23.9144,0.42719999999999997,3.6194,0.0,0.515433354,0.497198942
01:01:16:47:00,23.7542,0.4279,4.4381,0.0,0.481099372,0.459077427
01:01:16:48:00,23.7524,0.42700000000000005,6.0509,0.0,0.444530216,0.429521292
01:01:16:49:00,23.7884,0.4278,4.6081,0.0,0.410576195,0.396675568
01:01:16:50:00,23.7992,0.42479999999999996,4.9481,0.0,0.377524233,0.362335083
01:01:16:51:00,23.8388,0.4289,4.6372,0.0,0.341347115,0.329647289
01:01:16:52:00,23.7452,0.4296,5.0599,0.0,0.310454149,0.297998117
01:01:16:53:00,23.6678,0.43060000000000004,5.429,0.0,0.2836237,0.265000966
